x [pixels], y [pixels], u [pixels], v [pixels], SNR [peak/mean], valid [0 if masked], filtered [1 if filtered], avg. intensity
         0	      1024	-2.232350274	2.074033133	60.26422337	1	0	13.74316406
        16	      1024	-2.957554342	2.668514549	65.56616864	1	0	14.25292969
        32	      1024	-3.058253669	2.665031016	48.55000337	1	0	14.43066406
        48	      1024	-3.084541748	2.617378567	42.4429265	1	0	14.92089844
        64	      1024	-3.099676708	2.585986958	37.62561638	1	0	15.10644531
        80	      1024	-3.130572447	2.549243932	33.14077481	1	0	14.61816406
        96	      1024	-3.173027039	2.495004199	43.21652953	1	0	14.34863281
       112	      1024	-3.225254921	2.393873231	34.18769475	1	0	14.21289062
       128	      1024	-3.279284548	2.35331594	36.98696674	1	0	14.28613281
       144	      1024	-3.34424198	2.391191581	32.64242971	1	0	14.77246094
       160	      1024	-3.429615472	2.452463267	38.86767268	1	0	14.96191406
       176	      1024	-3.515345847	2.474257242	50.18699599	1	0	15.08691406
       192	      1024	-3.551799323	2.46292181	46.27991265	1	0	15.58300781
       208	      1024	-3.547299073	2.446511935	40.59031821	1	0	15.41113281
       224	      1024	-3.538534366	2.446386612	53.48253926	1	0	15.27832031
       240	      1024	-3.540320532	2.443244047	39.73448362	1	0	15.04101562
       256	      1024	-3.544166238	2.437748934	47.09206231	1	0	14.78320312
       272	      1024	-3.565490263	2.436764673	38.69954492	1	0	15.70605469
       288	      1024	-3.562696708	2.438327583	44.85185319	1	0	15.74804688
       304	      1024	-3.562323733	2.447515336	42.79623196	1	0	15.27441406
       320	      1024	-3.58776297	2.460463548	55.68542448	1	0	15.37988281
       336	      1024	-3.581713961	2.469086636	45.65575637	1	0	15.65332031
       352	      1024	-3.55340842	2.484286224	39.07629181	1	0	16.33789062
       368	      1024	-3.522779235	2.508417796	44.70854795	1	0	 16.421875
       384	      1024	-3.521785415	2.515726069	43.05072006	1	0	16.40820312
       400	      1024	-3.545663384	2.506802641	36.7550011	1	0	16.93945312
       416	      1024	-3.541203136	2.506891055	50.85112242	1	0	16.61425781
       432	      1024	-3.511508516	2.515234846	34.7526039	1	0	  15.96875
       448	      1024	-3.487383788	2.516774202	40.5049178	1	0	16.19921875
       464	      1024	-3.442916015	 2.5103265	36.15255462	1	0	15.85839844
       480	      1024	-3.410773772	2.506676205	34.67338825	1	0	16.34570312
       496	      1024	-3.408943035	2.516022472	38.69554997	1	0	16.73144531
       512	      1024	-3.404149646	2.529428875	22.7046028	1	0	16.77929688
       528	      1024	-3.387160423	2.526170493	27.2524886	1	0	16.81054688
       544	      1024	-3.36804535	2.521986827	30.41306682	1	0	16.41796875
       560	      1024	-3.347802957	2.527262305	30.78492762	1	0	16.93457031
       576	      1024	-3.332056227	 2.5220279	31.88298382	1	0	16.77148438
       592	      1024	-3.318616993	2.514720501	35.82268254	1	0	16.75195312
       608	      1024	-3.28398643	2.512247597	35.32877848	1	0	16.58203125
       624	      1024	-3.233992066	2.511385878	35.79919858	1	0	16.94140625
       640	      1024	-3.210160426	2.521312385	64.60479642	1	0	17.75878906
       656	      1024	-3.206617574	2.539398308	38.44165924	1	0	17.57421875
       672	      1024	-3.214482951	2.533289809	40.20000232	1	0	17.50878906
       688	      1024	-3.206014361	2.511491071	47.71669132	1	0	17.53222656
